Korpus;Frequency;Presentase Kemunculan;
percakapan;725;0,002215465;
diatasi;725;0,002215465;
menghapus;725;0,002215465;
lutut;725;0,002215465;
executive;725;0,002215465;
ruko;724;0,002212409;
berinvestasi;724;0,002212409;
emisi;724;0,002212409;
drogba;724;0,002212409;
mohon;723;0,002209354;
nuansa;723;0,002209354;
poster;723;0,002209354;
monumen;723;0,002209354;
merekam;723;0,002209354;
lamongan;723;0,002209354;
01-Mar;722;0,002206298;
sekolah-sekolah;722;0,002206298;
tinju;722;0,002206298;
pemilukada;722;0,002206298;
ijazah;722;0,002206298;
oscar;722;0,002206298;
indosat;721;0,002203242;
hemat;721;0,002203242;
ongkos;721;0,002203242;
balita;721;0,002203242;
57;721;0,002203242;
palang;720;0,002200186;
tebing;720;0,002200186;
wni;720;0,002200186;
penasaran;720;0,002200186;
menaruh;720;0,002200186;
terhenti;720;0,002200186;
meneliti;720;0,002200186;
ms;719;0,00219713;
ppatk;719;0,00219713;
buktinya;719;0,00219713;
laku;719;0,00219713;
sumsel;718;0,002194075;
toni;718;0,002194075;
dibunuh;718;0,002194075;
perusahaan-perusahaan;718;0,002194075;
melupakan;718;0,002194075;
vi;718;0,002194075;
pengerjaan;717;0,002191019;
memperluas;716;0,002187963;
wei;716;0,002187963;
menari;716;0,002187963;
aksesori;716;0,002187963;
dekade;716;0,002187963;
indikator;716;0,002187963;
pengajuan;716;0,002187963;
paparan;715;0,002184907;
website;715;0,002184907;
harapkan;715;0,002184907;
make-up;715;0,002184907;
menggugat;715;0,002184907;
mengkritik;714;0,002181851;
menghantam;713;0,002178796;
kanannya;713;0,002178796;
dikarenakan;713;0,002178796;
sewaktu;713;0,002178796;
sekedar;713;0,002178796;
sekolahnya;712;0,00217574;
berjangka;712;0,00217574;
partainya;711;0,002172684;
no.;711;0,002172684;
sub;711;0,002172684;
mengizinkan;711;0,002172684;
napas;711;0,002172684;
djarum;711;0,002172684;
penyandang;710;0,002169628;
iniesta;710;0,002169628;
nurul;710;0,002169628;
star;709;0,002166572;
bunyi;709;0,002166572;
tayangan;708;0,002163516;
kelelahan;708;0,002163516;
arsitektur;708;0,002163516;
centre;708;0,002163516;
produktivitas;707;0,002160461;
mengevaluasi;707;0,002160461;
memangkas;707;0,002160461;
terlarang;706;0,002157405;
syamsuddin;706;0,002157405;
klinik;706;0,002157405;
pemukulan;706;0,002157405;
bowo-nachrowi;706;0,002157405;
mengkhawatirkan;706;0,002157405;
instan;706;0,002157405;
cacat;705;0,002154349;
200;705;0,002154349;
persnya;705;0,002154349;
finalis;705;0,002154349;
tercepat;705;0,002154349;
dioperasikan;705;0,002154349;
hibah;705;0,002154349;
sleman;705;0,002154349;
polemik;705;0,002154349;
mengeluh;704;0,002151293;
menyerukan;704;0,002151293;
Mar-00;704;0,002151293;
bergantian;704;0,002151293;
bonus;704;0,002151293;
prandelli;704;0,002151293;
andik;703;0,002148237;
kemeja;703;0,002148237;
matematika;703;0,002148237;
berterima;703;0,002148237;
kemitraan;703;0,002148237;
suzuki;703;0,002148237;
office;703;0,002148237;
wapres;703;0,002148237;
efisiensi;703;0,002148237;
firman;702;0,002145182;
esemka;702;0,002145182;
mengajarkan;702;0,002145182;
agresif;702;0,002145182;
menempel;702;0,002145182;
mengupayakan;701;0,002142126;
nu;701;0,002142126;
pradopo;701;0,002142126;
nou;701;0,002142126;
mengedepankan;701;0,002142126;
pemantau;701;0,002142126;
instagram;701;0,002142126;
ump;701;0,002142126;
menjangkau;700;0,00213907;
menggali;700;0,00213907;
kiriman;700;0,00213907;
memberantas;700;0,00213907;
sesudah;700;0,00213907;
emir;700;0,00213907;
serat;699;0,002136014;
hubungannya;699;0,002136014;
penjagaan;699;0,002136014;
kotor;699;0,002136014;
kau;699;0,002136014;
berbeda-beda;699;0,002136014;
asep;699;0,002136014;
dur;699;0,002136014;
14;698;0,002132958;
ragam;698;0,002132958;
saraf;698;0,002132958;
klien;698;0,002132958;
walikota;698;0,002132958;
dialihkan;698;0,002132958;
allegri;697;0,002129902;
pertempuran;697;0,002129902;
raga;697;0,002129902;
free;697;0,002129902;
female;697;0,002129902;
dibatasi;696;0,002126847;
koni;696;0,002126847;
spurs;696;0,002126847;
novi;696;0,002126847;
babi;696;0,002126847;
american;695;0,002123791;
menyanyikan;695;0,002123791;
victoria;695;0,002123791;
kepadatan;695;0,002123791;
furnitur;695;0,002123791;
kontrakan;695;0,002123791;
alergi;695;0,002123791;
pendatang;695;0,002123791;
700;695;0,002123791;
djokovic;694;0,002120735;
85;694;0,002120735;
campur;694;0,002120735;
fabregas;694;0,002120735;
13;694;0,002120735;
beri;694;0,002120735;
menghemat;694;0,002120735;
qpr;693;0,002117679;
pemikiran;693;0,002117679;
menyimpulkan;693;0,002117679;
membukukan;693;0,002117679;
bahan-bahan;693;0,002117679;
mengindikasikan;693;0,002117679;
menghilang;692;0,002114623;
kemampuannya;692;0,002114623;
telkom;692;0,002114623;
pejalan;692;0,002114623;
gampang;692;0,002114623;
jk;691;0,002111568;
yen;691;0,002111568;
perizinan;691;0,002111568;
menyewa;691;0,002111568;
cina;691;0,002111568;
kolonel;690;0,002108512;
dilangsungkan;690;0,002108512;
federal;690;0,002108512;
penguasa;690;0,002108512;
sensitif;690;0,002108512;
mengalihkan;690;0,002108512;
trauma;690;0,002108512;
bu;690;0,002108512;
penyelundupan;689;0,002105456;
richard;689;0,002105456;
lapor;689;0,002105456;
n;689;0,002105456;
konteks;689;0,002105456;
disaksikan;689;0,002105456;
dikerahkan;689;0,002105456;
ekstra;689;0,002105456;
terulang;689;0,002105456;
rieke;688;0,0021024;
ekspedisi;688;0,0021024;
pemberitahuan;688;0,0021024;
hindari;688;0,0021024;
figur;688;0,0021024;
wall;688;0,0021024;
diizinkan;688;0,0021024;
busway;688;0,0021024;
chef;688;0,0021024;
edisi;687;0,002099344;
pedas;687;0,002099344;
pantura;687;0,002099344;
daily;687;0,002099344;
penyeberangan;687;0,002099344;
chandra;687;0,002099344;
surut;686;0,002096289;
podium;686;0,002096289;
nabi;686;0,002096289;
menyisakan;686;0,002096289;
terbit;686;0,002096289;
62;686;0,002096289;
salam;686;0,002096289;
penggerebekan;686;0,002096289;
mengkaji;686;0,002096289;
klarifikasi;686;0,002096289;
forensik;685;0,002093233;
kemendikbud;685;0,002093233;
interior;684;0,002090177;
merosot;684;0,002090177;
diperkenalkan;684;0,002090177;
blog;684;0,002090177;
dikirimkan;684;0,002090177;
ha;684;0,002090177;
prosesi;684;0,002090177;
peresmian;684;0,002090177;
konversi;684;0,002090177;
skenario;683;0,002087121;
perusakan;683;0,002087121;
menghibur;683;0,002087121;
dibuang;683;0,002087121;
bukannya;682;0,002084065;
dominan;682;0,002084065;
xavi;682;0,002084065;
irfan;682;0,002084065;
menguji;682;0,002084065;
digantikan;682;0,002084065;
astra;682;0,002084065;
hodgson;682;0,002084065;
persalinan;682;0,002084065;
putrinya;682;0,002084065;
news;682;0,002084065;
golf;682;0,002084065;
rawa;681;0,002081009;
arahan;681;0,002081009;
bashar;681;0,002081009;
legendaris;681;0,002081009;
nurdin;681;0,002081009;
58;681;0,002081009;
hilir;680;0,002077954;
wujud;680;0,002077954;
kanal;680;0,002077954;
gagasan;680;0,002077954;
f;680;0,002077954;
asyik;680;0,002077954;
lonjakan;680;0,002077954;
dikawal;680;0,002077954;
pecinta;679;0,002074898;
subroto;679;0,002074898;
lidah;679;0,002074898;
fr;679;0,002074898;
merata;678;0,002071842;
kong;678;0,002071842;
outsourcing;678;0,002071842;
pemicu;678;0,002071842;
cair;678;0,002071842;
siapapun;678;0,002071842;
via;678;0,002071842;
ida;678;0,002071842;
ibu-ibu;677;0,002068786;
hitung;677;0,002068786;
keagamaan;677;0,002068786;
rival;677;0,002068786;
cilacap;677;0,002068786;
11;676;0,00206573;
berkontribusi;676;0,00206573;
500;676;0,00206573;
bayangkan;675;0,002062675;
kusuma;675;0,002062675;
dendam;675;0,002062675;
food;674;0,002059619;
pirlo;674;0,002059619;
desakan;674;0,002059619;
dibuktikan;674;0,002059619;
flpp;674;0,002059619;
conte;673;0,002056563;
kedelapan;673;0,002056563;
lbh;673;0,002056563;
dipasarkan;673;0,002056563;
white;673;0,002056563;
klub-klub;672;0,002053507;
rafli;672;0,002053507;
kemudahan;672;0,002053507;
dipegang;671;0,002050451;
kontroversi;671;0,002050451;
steve;671;0,002050451;
terus-menerus;670;0,002047395;
memburu;670;0,002047395;
sperma;670;0,002047395;
memprotes;670;0,002047395;
pengangkut;670;0,002047395;
dilindungi;670;0,002047395;
menghalangi;670;0,002047395;
mencukupi;670;0,002047395;
diolah;669;0,00204434;
williams;669;0,00204434;
trek;669;0,00204434;
keributan;669;0,00204434;
seimbang;669;0,00204434;
artikel;669;0,00204434;
tangguh;669;0,00204434;
gemilang;669;0,00204434;
car;668;0,002041284;
berkuasa;668;0,002041284;
kecurangan;668;0,002041284;
rumit;668;0,002041284;
disusun;668;0,002041284;
dikurangi;667;0,002038228;
repsol;667;0,002038228;
xl;667;0,002038228;
syukur;667;0,002038228;
penampungan;667;0,002038228;
mendidik;666;0,002035172;
sepakan;666;0,002035172;
edy;666;0,002035172;
petasan;666;0,002035172;
keseimbangan;666;0,002035172;
dibatalkan;665;0,002032116;
berkata;665;0,002032116;
beckham;665;0,002032116;
diberangkatkan;665;0,002032116;
kejati;665;0,002032116;
perhatikan;665;0,002032116;
drum;664;0,002029061;
terbarunya;664;0,002029061;
kebobolan;664;0,002029061;
biji;663;0,002026005;
alhamdulillah;663;0,002026005;
pesiar;663;0,002026005;
menemani;663;0,002026005;
persepsi;663;0,002026005;
houston;662;0,002022949;
bob;662;0,002022949;
smkn;662;0,002022949;
tombol;662;0,002022949;
kependudukan;662;0,002022949;
sedianya;662;0,002022949;
sambal;662;0,002022949;
joe;662;0,002022949;
intensitas;662;0,002022949;
rajin;662;0,002022949;
politikus;662;0,002022949;
drastis;661;0,002019893;
pbsi;661;0,002019893;
siswi;661;0,002019893;
java;661;0,002019893;
akhir-akhir;661;0,002019893;
logo;661;0,002019893;
kelayakan;660;0,002016837;
junior;660;0,002016837;
seekor;660;0,002016837;
menyulitkan;660;0,002016837;
lampard;660;0,002016837;
uud;659;0,002013782;
ular;659;0,002013782;
mengabaikan;659;0,002013782;
pepe;659;0,002013782;
menyasar;659;0,002013782;
dna;658;0,002010726;
mayor;658;0,002010726;
didatangkan;658;0,002010726;
membesar;658;0,002010726;
gencar;658;0,002010726;
kenangan;658;0,002010726;
bebek;658;0,002010726;
helm;657;0,00200767;
mars;657;0,00200767;
bukti-bukti;657;0,00200767;
tukas;657;0,00200767;
madu;657;0,00200767;
qaeda;657;0,00200767;
dicabut;656;0,002004614;
15;656;0,002004614;
panti;656;0,002004614;
ubud;656;0,002004614;
daud;656;0,002004614;
pulo;656;0,002004614;
erat;656;0,002004614;
europa;656;0,002004614;
kendari;656;0,002004614;
tikungan;655;0,002001558;
0-1;655;0,002001558;
sensasi;655;0,002001558;
buahnya;655;0,002001558;
buaya;655;0,002001558;
sarung;655;0,002001558;
asumsi;655;0,002001558;
dirugikan;655;0,002001558;
judi;654;0,001998502;
kasasi;654;0,001998502;
solidaritas;654;0,001998502;
pemanggilan;654;0,001998502;
merekomendasikan;654;0,001998502;
serbia;653;0,001995447;
dilanda;653;0,001995447;
miras;653;0,001995447;
kaka;653;0,001995447;
sarapan;653;0,001995447;
redaksi;653;0,001995447;
f1;653;0,001995447;
rafael;653;0,001995447;
sepasang;652;0,001992391;
pusing;652;0,001992391;
4;652;0,001992391;
sumba;652;0,001992391;
penyelamat;652;0,001992391;
pesaing;652;0,001992391;
baik-baik;652;0,001992391;
puluh;651;0,001989335;
pinggiran;651;0,001989335;
berdatangan;651;0,001989335;
rscm;651;0,001989335;
rahim;651;0,001989335;
manufaktur;651;0,001989335;
murray;651;0,001989335;
cobalah;651;0,001989335;
bantu;650;0,001986279;
tudingan;650;0,001986279;
kiloliter;650;0,001986279;
63;650;0,001986279;
pujian;650;0,001986279;
black;650;0,001986279;
sekian;650;0,001986279;
dikumpulkan;650;0,001986279;
berdaya;650;0,001986279;
dihitung;649;0,001983223;
arsitek;649;0,001983223;
tercantum;649;0,001983223;
basket;649;0,001983223;
memperingatkan;649;0,001983223;
miliaran;649;0,001983223;
menguatkan;649;0,001983223;
jaket;648;0,001980168;
ditambahkan;648;0,001980168;
kebanggaan;648;0,001980168;
chong;648;0,001980168;
travel;648;0,001980168;
series;648;0,001980168;
gantung;648;0,001980168;
kalimat;648;0,001980168;
beruntun;648;0,001980168;
young;648;0,001980168;
workshop;648;0,001980168;
mampir;647;0,001977112;
mengoperasikan;647;0,001977112;
revolusi;647;0,001977112;
bosque;647;0,001977112;
rupa;647;0,001977112;
harimau;647;0,001977112;
transisi;647;0,001977112;
musuh;647;0,001977112;
membagi;647;0,001977112;
olahan;646;0,001974056;
kemarau;646;0,001974056;
bca;646;0,001974056;
seng;646;0,001974056;
ipl;646;0,001974056;
perenang;645;0,001971;
diuji;645;0,001971;
palmerah;645;0,001971;
rosalina;645;0,001971;
bergengsi;644;0,001967944;
anjlok;644;0,001967944;
sinetron;644;0,001967944;
kelulusan;644;0,001967944;
ngurah;644;0,001967944;
effendi;644;0,001967944;
diantisipasi;644;0,001967944;
inginkan;644;0,001967944;
penyerapan;644;0,001967944;
3;643;0,001964889;
persebaya;643;0,001964889;
mengidentifikasi;643;0,001964889;
dipamerkan;642;0,001961833;
bungkus;642;0,001961833;
villas-boas;642;0,001961833;
unesco;641;0,001958777;
buffon;641;0,001958777;
da;641;0,001958777;
cagar;641;0,001958777;
frank;641;0,001958777;
jamu;640;0,001955721;
berkompetisi;640;0,001955721;
pengejaran;640;0,001955721;
menyebarkan;639;0,001952665;
popularitas;639;0,001952665;
bersaksi;639;0,001952665;
nonton;639;0,001952665;
matanya;639;0,001952665;
memprihatinkan;639;0,001952665;
fabio;639;0,001952665;
ice;638;0,001949609;
rawat;638;0,001949609;
wayne;638;0,001949609;
mikro;638;0,001949609;
paha;638;0,001949609;
setan;638;0,001949609;
hindu;638;0,001949609;
kabarnya;638;0,001949609;
tidaknya;637;0,001946554;
dpid;637;0,001946554;
cuti;637;0,001946554;
sambutannya;637;0,001946554;
securities;637;0,001946554;
bara;636;0,001943498;
pleno;636;0,001943498;
zulkarnaen;636;0,001943498;
dikemas;635;0,001940442;
boeing;635;0,001940442;
tertekan;635;0,001940442;
perokok;635;0,001940442;
vendor;635;0,001940442;
wilayahnya;635;0,001940442;
menyeluruh;635;0,001940442;
rusli;635;0,001940442;
yusril;634;0,001937386;
casey;634;0,001937386;
resort;634;0,001937386;
16/10/2012;634;0,001937386;
kelemahan;633;0,00193433;
mengukur;633;0,00193433;
lurus;633;0,00193433;
kapal-kapal;633;0,00193433;
adiknya;633;0,00193433;
15;633;0,00193433;
ulah;632;0,001931275;
tebu;632;0,001931275;
wibowo;632;0,001931275;
diteruskan;632;0,001931275;
terpaut;631;0,001928219;
solid;631;0,001928219;
didesain;631;0,001928219;
berlalu;631;0,001928219;
ketertiban;631;0,001928219;
pengalihan;631;0,001928219;
menanti;631;0,001928219;
power;631;0,001928219;
dapatkan;631;0,001928219;
berdekatan;631;0,001928219;
laman;630;0,001925163;
elektabilitas;630;0,001925163;
jong;630;0,001925163;
sudan;630;0,001925163;
16;630;0,001925163;
meluncur;630;0,001925163;
damaskus;629;0,001922107;
jurang;629;0,001922107;
tito;629;0,001922107;
besar-besaran;629;0,001922107;
kontras;628;0,001919051;
mengenali;628;0,001919051;
payung;628;0,001919051;
tepung;628;0,001919051;
sdm;628;0,001919051;
pelaporan;627;0,001915995;
cemas;627;0,001915995;
telinga;627;0,001915995;
perhelatan;627;0,001915995;
lurah;627;0,001915995;
pa;627;0,001915995;
meletus;627;0,001915995;
kurban;627;0,001915995;
dikaitkan;627;0,001915995;
ditanggung;626;0,00191294;
plafon;626;0,00191294;
suaranya;626;0,00191294;
menyeberang;626;0,00191294;
lion;626;0,00191294;
stiker;626;0,00191294;
pendidik;626;0,00191294;
imf;626;0,00191294;
becak;626;0,00191294;
fit;625;0,001909884;
bajo;625;0,001909884;
kontes;625;0,001909884;
dipotong;625;0,001909884;
uangnya;625;0,001909884;
berkonsentrasi;624;0,001906828;
muatan;624;0,001906828;
udang;624;0,001906828;
pemandu;623;0,001903772;
mapolsek;623;0,001903772;
imlek;623;0,001903772;
jl.;623;0,001903772;
old;623;0,001903772;
8;622;0,001900716;
duel;622;0,001900716;
korbannya;622;0,001900716;
big;622;0,001900716;
pribadinya;622;0,001900716;
kebumen;622;0,001900716;
dikemukakan;621;0,001897661;
life;621;0,001897661;
keunikan;621;0,001897661;
berpakaian;621;0,001897661;
terpasang;621;0,001897661;
kericuhan;621;0,001897661;
formasi;621;0,001897661;
pemadaman;620;0,001894605;
1999-2004;620;0,001894605;
perancang;620;0,001894605;
ditindaklanjuti;620;0,001894605;
visa;620;0,001894605;
pemangku;620;0,001894605;
rekan-rekan;619;0,001891549;
badannya;619;0,001891549;
2;619;0,001891549;
serahkan;619;0,001891549;
belas;619;0,001891549;
sharapova;619;0,001891549;
nada;618;0,001888493;
diwakili;618;0,001888493;
terikat;618;0,001888493;
menyangka;618;0,001888493;
respon;618;0,001888493;
support;618;0,001888493;
transparansi;618;0,001888493;
hilangnya;617;0,001885437;
pendataan;617;0,001885437;
puting;617;0,001885437;
talangan;617;0,001885437;
serentak;617;0,001885437;
terdepan;617;0,001885437;
kevin;616;0,001882382;
sumbar;616;0,001882382;
asri;616;0,001882382;
pemindahan;616;0,001882382;
anugerah;616;0,001882382;
bidan;616;0,001882382;
remisi;616;0,001882382;
bertepatan;616;0,001882382;
cuci;616;0,001882382;
master;615;0,001879326;
jo;615;0,001879326;
pengembalian;615;0,001879326;
bmkg;615;0,001879326;
21/11/2012;615;0,001879326;
genggam;615;0,001879326;
go;615;0,001879326;
pecahan;615;0,001879326;
menyusuri;615;0,001879326;
bengkel;615;0,001879326;
way;615;0,001879326;
kurniawan;614;0,00187627;
memelihara;614;0,00187627;
pompa;614;0,00187627;
menyantap;614;0,00187627;
lingkar;614;0,00187627;
dipulangkan;614;0,00187627;
m.;613;0,001873214;
ajax;613;0,001873214;
aziz;613;0,001873214;
pingsan;613;0,001873214;
serangga;613;0,001873214;
gelas;613;0,001873214;
61;613;0,001873214;
yaman;613;0,001873214;
seolah-olah;613;0,001873214;
lamanya;613;0,001873214;
siapkan;612;0,001870158;
kepribadian;612;0,001870158;
pemiliknya;612;0,001870158;
perkotaan;612;0,001870158;
kelainan;612;0,001870158;
menelepon;612;0,001870158;
mediasi;611;0,001867102;
long;611;0,001867102;
otonomi;611;0,001867102;
terbagi;611;0,001867102;
bobot;611;0,001867102;
17;611;0,001867102;
nafas;611;0,001867102;
kelamin;610;0,001864047;
moskwa;610;0,001864047;
mestinya;610;0,001864047;
disuruh;609;0,001860991;
05/09/2012;609;0,001860991;
bertandang;609;0,001860991;
bulukumba;609;0,001860991;
setelahnya;609;0,001860991;
sutan;609;0,001860991;
02-Feb;609;0,001860991;
journal;609;0,001860991;
project;609;0,001860991;
dow;609;0,001860991;
berbuka;608;0,001857935;
mulyadi;608;0,001857935;
ditinggal;608;0,001857935;
pastinya;607;0,001854879;
disukai;607;0,001854879;
mendeteksi;607;0,001854879;
sales;607;0,001854879;
naiknya;607;0,001854879;
rekayasa;607;0,001854879;
durian;607;0,001854879;
pendamping;607;0,001854879;
mike;607;0,001854879;
menata;607;0,001854879;
erwin;607;0,001854879;
wacik;606;0,001851823;
tadinya;606;0,001851823;
kebersamaan;606;0,001851823;
mclaren;606;0,001851823;
moneter;606;0,001851823;
meringankan;606;0,001851823;
berdoa;606;0,001851823;
cech;606;0,001851823;
sambungnya;606;0,001851823;
dikasih;605;0,001848768;
pedesaan;605;0,001848768;
67;605;0,001848768;
kalender;605;0,001848768;
riza;605;0,001848768;
kental;605;0,001848768;
praja;604;0,001845712;
william;604;0,001845712;
pemeliharaan;604;0,001845712;
perawat;603;0,001842656;
4;603;0,001842656;
antre;603;0,001842656;
malik;603;0,001842656;
mabuk;603;0,001842656;
mengenalkan;603;0,001842656;
trotoar;603;0,001842656;
ambulans;603;0,001842656;
disiarkan;603;0,001842656;
bps;603;0,001842656;
tom;603;0,001842656;
mewarnai;603;0,001842656;
keyboard;602;0,0018396;
dijatuhi;602;0,0018396;
hi;602;0,0018396;
pelat;602;0,0018396;
berwisata;602;0,0018396;
pembuluh;602;0,0018396;
manulang;602;0,0018396;
celah;602;0,0018396;
insentif;601;0,001836544;
pementasan;601;0,001836544;
kelola;601;0,001836544;
cipto;601;0,001836544;
pati;601;0,001836544;
pemotongan;601;0,001836544;
venus;601;0,001836544;
steel;600;0,001833489;
temu;600;0,001833489;
manokwari;600;0,001833489;
udah;600;0,001833489;
penghentian;600;0,001833489;
insya;600;0,001833489;
menyala;600;0,001833489;
rendahnya;600;0,001833489;
bernyanyi;599;0,001830433;
bahu;599;0,001830433;
puri;599;0,001830433;
ojek;599;0,001830433;
menanggung;599;0,001830433;
mengikat;599;0,001830433;
wafid;599;0,001830433;
tertahan;599;0,001830433;
mana-mana;599;0,001830433;
dihargai;599;0,001830433;
mencerminkan;599;0,001830433;
lingkaran;599;0,001830433;
menunjukan;598;0,001827377;
28/11/2012;598;0,001827377;
tuanya;598;0,001827377;
kirinya;598;0,001827377;
didi;598;0,001827377;
hanura;598;0,001827377;
kurungan;597;0,001824321;
pergelaran;597;0,001824321;
dubai;597;0,001824321;
lega;597;0,001824321;
ambruk;597;0,001824321;
zulkifli;597;0,001824321;
ranah;597;0,001824321;
kolesterol;597;0,001824321;
heri;596;0,001821265;
sunderland;596;0,001821265;
ras;596;0,001821265;
terpencil;596;0,001821265;
stan;596;0,001821265;
demak;596;0,001821265;
koneksi;596;0,001821265;
senyum;596;0,001821265;
halal;596;0,001821265;
memamerkan;596;0,001821265;
pekerjaannya;595;0,001818209;
mulus;595;0,001818209;
pernyataannya;595;0,001818209;
selang;595;0,001818209;
king;595;0,001818209;
dibekuk;595;0,001818209;
antasari;595;0,001818209;
berbincang;595;0,001818209;
royal;594;0,001815154;
kabut;594;0,001815154;
pilar;594;0,001815154;
marco;594;0,001815154;
ekstrem;594;0,001815154;
sindikat;594;0,001815154;
menggarap;594;0,001815154;
dedy;593;0,001812098;
kelihatan;593;0,001812098;
temukan;593;0,001812098;
lumia;593;0,001812098;
gusti;593;0,001812098;
persipura;593;0,001812098;
kemang;593;0,001812098;
jamaah;593;0,001812098;
merespons;593;0,001812098;
simulasi;593;0,001812098;
hatinya;593;0,001812098;
30;593;0,001812098;
buron;593;0,001812098;
paspor;592;0,001809042;
acuan;592;0,001809042;
mekkah;592;0,001809042;
suyanto;592;0,001809042;
tropis;592;0,001809042;
u-21;592;0,001809042;
vita;592;0,001809042;
mengecewakan;592;0,001809042;
kebangsaan;592;0,001809042;
berprofesi;591;0,001805986;
core;591;0,001805986;
konvensi;591;0,001805986;
santri;591;0,001805986;
puteri;591;0,001805986;
bentuknya;591;0,001805986;
07/11/2012;591;0,001805986;
hobi;591;0,001805986;
gor;590;0,00180293;
teriak;590;0,00180293;
syarif;590;0,00180293;
kacamata;590;0,00180293;
memajukan;590;0,00180293;
debu;590;0,00180293;
dilontarkan;589;0,001799875;
identik;589;0,001799875;
balasan;589;0,001799875;
oksigen;589;0,001799875;
lipi;588;0,001796819;
kekasihnya;588;0,001796819;
dubes;588;0,001796819;
server;588;0,001796819;
spies;587;0,001793763;
jepara;587;0,001793763;
perluasan;587;0,001793763;
waluyo;587;0,001793763;
menolong;586;0,001790707;
instrumen;586;0,001790707;
majene;586;0,001790707;
belakangnya;585;0,001787651;
kekecewaan;585;0,001787651;
diperpanjang;585;0,001787651;
pendirian;585;0,001787651;
20;585;0,001787651;
objek;584;0,001784595;
kawanan;584;0,001784595;
melihatnya;584;0,001784595;
pertolongan;584;0,001784595;
man;584;0,001784595;
sembarangan;584;0,001784595;
resep;584;0,001784595;
daerahnya;584;0,001784595;
benua;584;0,001784595;
asrama;584;0,001784595;
kelengkapan;583;0,00178154;
mengira;583;0,00178154;
daratan;583;0,00178154;
rincian;583;0,00178154;
pansus;583;0,00178154;
terburuk;583;0,00178154;
dibekali;583;0,00178154;
publikasi;582;0,001778484;
72;582;0,001778484;
ekosistem;582;0,001778484;
dipertahankan;582;0,001778484;
karbohidrat;582;0,001778484;
pencabutan;582;0,001778484;
terpengaruh;582;0,001778484;
bocor;582;0,001778484;
rinci;582;0,001778484;
atribut;581;0,001775428;
02-Mar;581;0,001775428;
kaitannya;581;0,001775428;
perkawinan;581;0,001775428;
pemerkosaan;581;0,001775428;
@;580;0,001772372;
panorama;580;0,001772372;
bull;580;0,001772372;
jamsostek;580;0,001772372;
mendongkrak;580;0,001772372;
dilepaskan;579;0,001769316;
usah;579;0,001769316;
badung;579;0,001769316;
dijatuhkan;579;0,001769316;
kondom;579;0,001769316;
turunnya;579;0,001769316;
alie;578;0,001766261;
bioskop;578;0,001766261;
menonjol;578;0,001766261;
04/11/2012;578;0,001766261;
der;577;0,001763205;
vice;577;0,001763205;
sleep;577;0,001763205;
wisman;577;0,001763205;
ky;577;0,001763205;
produknya;577;0,001763205;
memutar;577;0,001763205;
diskon;577;0,001763205;
asian;577;0,001763205;
petahana;577;0,001763205;
gitu;576;0,001760149;
ptun;576;0,001760149;
high;576;0,001760149;
kontra;576;0,001760149;
yudi;576;0,001760149;
athletic;575;0,001757093;
besutan;575;0,001757093;
satria;575;0,001757093;
psikolog;575;0,001757093;
sumenep;575;0,001757093;
live;575;0,001757093;
tumpukan;575;0,001757093;
yahudi;575;0,001757093;
tetangganya;575;0,001757093;
home;575;0,001757093;
peluit;575;0,001757093;
kanit;574;0,001754037;
fajar;574;0,001754037;
10/08/2012;574;0,001754037;
layang;574;0,001754037;
alas;574;0,001754037;
luwu;573;0,001750982;
corruption;573;0,001750982;
disalurkan;573;0,001750982;
badak;573;0,001750982;
pengawalan;573;0,001750982;
miss;573;0,001750982;
terpuruk;573;0,001750982;
xperia;572;0,001747926;
pltu;572;0,001747926;
dipukul;572;0,001747926;
kotoran;572;0,001747926;
menindak;572;0,001747926;
tempuh;571;0,00174487;
marty;571;0,00174487;
10/11/2012;571;0,00174487;
fani;571;0,00174487;
karpet;571;0,00174487;
santos;571;0,00174487;
kebahagiaan;570;0,001741814;
menumpang;570;0,001741814;
diletakkan;570;0,001741814;
swansea;570;0,001741814;
prosesnya;570;0,001741814;
geologi;569;0,001738758;
bangkai;569;0,001738758;
kejelasan;569;0,001738758;
kolaborasi;569;0,001738758;
diberhentikan;569;0,001738758;
grafis;569;0,001738758;
problem;568;0,001735702;
berkonsultasi;568;0,001735702;
semenjak;568;0,001735702;
dimensi;568;0,001735702;
lambung;568;0,001735702;
dibenarkan;568;0,001735702;
gua;568;0,001735702;
konsorsium;568;0,001735702;
social;568;0,001735702;
dijanjikan;568;0,001735702;
protokol;568;0,001735702;
benih;567;0,001732647;
email;567;0,001732647;
meresmikan;567;0,001732647;
mengantre;567;0,001732647;
siri;567;0,001732647;
menandai;567;0,001732647;
samarinda;567;0,001732647;
perusahaannya;566;0,001729591;
mengutamakan;566;0,001729591;
menghadap;566;0,001729591;
widodo-basuki;566;0,001729591;
jajak;566;0,001729591;
menyerupai;566;0,001729591;
tutupnya;566;0,001729591;
pencetak;565;0,001726535;
roboh;565;0,001726535;
03-Jun;565;0,001726535;
koster;565;0,001726535;
pemberhentian;565;0,001726535;
benda-benda;565;0,001726535;
31/7/2012;565;0,001726535;
dayak;565;0,001726535;
kebocoran;564;0,001723479;
menundukkan;564;0,001723479;
peradilan;564;0,001723479;
tertimpa;564;0,001723479;
thr;564;0,001723479;
identitasnya;564;0,001723479;
feri;563;0,001720423;
